Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
9,29,1,22,28,20
11,3,6,17,22,12
10,3,5,18,23,11
9,4,5,19,24,10
8,5,5,19,24,10
9,4,4,18,25,11
8,3,4,17,26,11
8,3,5,16,26,11
9,4,6,17,27,11
9,4,5,16,26,12
8,3,6,17,26,12
9,3,5,16,27,12
10,3,6,17,27,12
11,3,5,16,28,12
12,2,4,17,28,12
11,2,5,18,28,12
10,1,6,18,28,12
11,2,5,18,28,12
11,2,4,19,28,12
12,2,4,18,28,12
13,2,3,18,28,12
14,2,2,19,28,12
15,1,1,20,28,12
16,2,1,20,28,12
17,3,1,20,27,12
17,4,1,20,26,11
18,4,2,20,27,10
19,5,2,20,26,10
20,6,1,19,27,9
21,6,1,20,26,9
20,6,1,20,25,9
19,6,1,20,26,8
18,5,1,20,27,9
18,5,1,20,28,8
19,6,1,20,28,9
20,6,1,20,27,9
21,7,2,20,26,9
22,8,1,21,27,8
23,8,1,21,27,9
22,7,1,21,28,8
22,7,1,21,27,8
22,7,2,21,28,7
21,7,1,22,27,7
20,7,1,22,28,8
20,8,1,22,27,8
21,9,1,22,26,8
22,10,1,22,25,8
22,10,1,22,26,9
23,9,1,22,27,10
22,9,1,22,27,9
23,8,1,22,28,10
22,9,1,22,27,10
22,8,1,22,28,9
21,8,1,22,27,9
21,9,1,22,28,10
20,8,1,22,27,10
19,8,1,22,28,11
19,9,1,22,27,11
19,8,1,22,28,10
19,7,1,22,27,10
19,6,1,22,28,9
18,5,1,22,28,10
17,4,1,22,27,10
17,4,1,22,28,11
17,4,1,22,28,11
17,4,1,22,28,11
16,5,1,22,28,11
16,4,1,22,28,11
17,5,1,22,28,11
16,4,1,22,28,11
15,4,1,22,27,11
14,3,1,22,28,10
15,4,1,22,28,10
15,3,1,22,27,10
15,3,1,22,28,9
16,2,1,22,28,9
16,2,1,22,28,9
16,1,1,22,27,9
15,2,1,22,26,9
15,2,1,22,27,8
