Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
29,8,27,4,28,19
13,2,28,5,19,17
12,2,28,5,19,17
13,2,28,5,19,17
13,1,28,5,18,17
12,0,28,5,18,17
12,1,28,5,19,17
13,0,28,5,19,16
12,0,28,5,20,17
11,0,28,5,21,16
11,1,28,5,22,16
11,0,28,5,22,17
12,0,28,5,21,18
13,0,28,5,22,19
12,0,28,5,23,20
13,0,28,5,24,19
14,0,28,5,25,20
14,1,28,5,26,21
14,2,28,5,27,22
14,2,28,5,28,21
13,2,28,5,28,20
12,1,28,5,28,21
13,0,28,5,28,22
14,0,28,5,27,22
13,0,28,5,28,21
12,0,28,5,28,22
12,1,28,5,28,21
13,0,28,5,28,20
14,0,28,5,28,19
15,0,28,5,28,19
16,0,28,5,28,19
17,0,28,5,28,19
17,1,28,5,28,19
18,2,28,5,28,19
17,1,28,5,28,19
18,2,28,5,28,19
17,2,28,5,28,19
18,3,28,5,28,19
19,3,28,5,28,19
20,3,28,5,28,19
19,2,28,5,28,19
20,2,28,5,28,19
20,3,28,5,28,19
21,2,28,5,28,19
21,3,28,5,28,19
20,3,28,5,28,19
21,2,28,5,28,19
22,3,28,5,28,19
21,2,28,5,28,19
22,3,28,5,28,19
22,4,28,5,28,19
23,5,28,5,28,19
22,6,28,5,28,19
23,7,28,5,28,19
24,8,28,5,28,19
23,9,28,5,28,19
22,10,28,5,28,19
21,11,28,5,28,19
22,10,28,5,28,19
23,11,28,5,28,19
24,12,28,5,28,19
24,11,28,5,28,19
25,10,28,5,28,19
26,11,28,5,28,19
26,10,28,5,28,19
25,9,28,5,28,19
26,8,28,5,28,19
27,9,28,5,28,19
28,8,28,5,28,19
29,8,27,4,28,19
