Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
5,29,5,28,28,20
24,27,14,24,28,20
25,28,13,24,28,20
26,29,13,24,28,20
26,29,13,23,28,20
26,29,12,24,28,20
26,29,12,23,28,20
26,29,13,23,28,20
25,29,14,24,28,20
26,29,13,25,28,20
26,29,14,24,28,20
27,29,13,25,28,20
27,29,13,25,28,20
26,29,14,24,28,20
26,29,15,24,28,20
26,29,16,25,28,20
25,29,15,26,28,20
26,29,16,27,28,20
27,29,15,27,28,20
27,28,16,26,28,20
27,27,17,27,28,20
26,26,18,28,28,20
25,25,18,29,28,20
24,26,18,28,28,20
25,26,19,27,28,20
26,26,18,28,28,20
25,27,17,29,28,20
25,26,17,29,28,20
24,27,16,29,28,20
24,26,17,29,28,20
25,26,17,29,28,20
24,27,17,29,28,20
25,26,17,29,28,20
25,25,17,29,28,20
24,26,17,29,28,20
25,27,16,29,28,20
25,26,16,28,28,20
24,27,17,28,28,20
24,26,16,29,28,20
23,26,16,29,28,20
22,25,16,29,28,20
23,24,15,29,28,20
22,23,15,29,28,20
21,24,14,29,28,20
20,24,14,29,28,20
19,25,15,29,28,20
18,24,15,29,28,20
17,25,14,29,28,20
18,24,14,29,28,20
19,23,14,29,28,20
20,22,14,29,28,20
19,21,14,29,28,20
18,22,14,29,28,20
18,21,14,29,28,20
18,20,14,29,28,20
17,20,14,29,28,20
16,19,13,29,28,20
15,19,14,29,28,20
14,18,14,29,28,20
13,19,14,29,28,20
12,19,14,29,28,20
13,18,13,29,28,20
14,19,13,28,28,20
14,20,12,28,28,20
13,19,11,28,28,20
12,20,10,27,28,20
12,19,10,27,28,20
13,18,10,28,28,20
12,17,11,29,28,20
11,16,11,29,28,20
11,16,10,29,28,20
10,16,10,29,28,20
10,17,10,29,28,20
9,18,9,29,28,20
10,19,9,28,28,20
9,18,8,29,28,20
9,17,8,29,28,20
8,16,7,29,28,20
8,17,7,28,28,20
7,16,8,29,28,20
7,17,9,29,28,20
8,18,9,29,28,20
8,19,9,29,28,20
8,20,9,29,28,20
7,21,9,29,28,20
8,20,9,29,28,20
9,19,8,29,28,20
9,20,8,29,28,20
10,19,8,28,28,20
9,19,8,27,28,20
8,18,8,27,28,20
7,17,7,28,28,20
7,18,7,29,28,20
6,19,7,29,28,20
5,19,6,29,28,20
4,18,6,29,28,20
4,19,6,28,28,20
3,19,7,28,28,20
4,20,8,29,28,20
5,21,8,29,28,20
6,20,8,29,28,20
5,20,8,29,28,20
5,19,8,29,28,20
4,20,8,29,28,20
3,21,8,28,28,20
4,22,7,27,28,20
5,23,7,28,28,20
5,22,7,29,28,20
4,22,7,29,28,20
4,21,7,29,28,20
3,22,7,29,28,20
2,23,7,29,28,20
2,24,7,29,28,20
2,24,6,29,28,20
2,24,6,28,28,20
2,24,5,29,28,20
3,23,5,29,28,20
2,22,5,29,28,20
3,23,5,29,28,20
4,24,5,29,28,20
3,25,5,29,28,20
3,26,5,29,28,20
2,26,5,29,28,20
3,25,5,29,28,20
3,24,5,29,28,20
3,25,5,29,28,20
2,25,5,29,28,20
3,26,5,29,28,20
3,27,5,29,28,20
4,28,5,29,28,20
4,28,6,29,28,20
4,28,6,29,28,20
4,28,6,29,28,20
4,28,6,29,28,20
4,28,6,29,28,20
4,28,7,29,28,20
4,28,7,29,28,20
4,28,7,29,28,20
4,28,8,29,28,20
4,28,8,29,28,20
4,28,9,29,28,20
4,28,9,29,28,20
4,28,9,29,28,20
4,28,9,29,28,20
4,28,9,29,28,20
4,28,9,29,28,20
4,28,9,29,28,20
4,28,9,28,28,20
4,28,8,28,28,20
4,28,9,29,28,20
4,28,9,29,28,20
4,28,9,29,28,20
4,28,9,29,28,20
4,28,9,29,28,20
4,28,9,29,28,20
4,28,9,29,28,20
4,28,10,29,28,20
4,28,10,29,28,20
4,28,9,29,28,20
4,28,9,29,28,20
4,28,9,29,28,20
4,28,9,29,28,20
4,28,9,29,28,20
4,28,9,29,28,20
4,28,9,29,28,20
4,28,9,29,28,20
4,28,9,29,28,20
4,28,9,29,28,20
4,28,9,28,28,20
4,28,10,27,28,20
4,28,11,27,28,20
4,28,12,28,28,20
4,28,13,27,28,20
4,28,13,26,28,20
4,28,14,26,28,20
5,29,14,26,28,20
5,29,13,26,28,20
5,29,13,27,28,20
5,29,13,27,28,20
5,29,14,26,28,20
5,29,15,26,28,20
5,29,14,25,28,20
5,29,13,25,28,20
5,29,13,24,28,20
5,29,12,25,28,20
5,29,11,24,28,20
5,29,10,25,28,20
5,29,11,26,28,20
5,29,11,26,28,20
5,29,12,26,28,20
5,29,11,27,28,20
5,29,10,28,28,20
5,29,10,29,28,20
5,29,10,29,28,20
5,29,10,29,28,20
5,29,10,29,28,20
5,29,10,29,28,20
5,29,10,28,28,20
5,29,11,29,28,20
5,29,11,29,28,20
5,29,11,29,28,20
5,29,11,29,28,20
5,29,11,29,28,20
5,29,11,29,28,20
5,29,11,28,28,20
5,29,10,28,28,20
5,29,11,27,28,20
5,29,11,27,28,20
5,29,12,27,28,20
5,29,13,28,28,20
5,29,12,28,28,20
5,29,13,27,28,20
5,29,13,26,28,20
5,29,12,25,28,20
5,29,12,24,28,20
5,29,11,25,28,20
5,29,12,25,28,20
5,29,11,25,28,20
5,29,12,24,28,20
5,29,12,23,28,20
5,29,11,22,28,20
5,29,10,21,28,20
5,29,11,21,28,20
5,29,11,21,28,20
5,29,12,20,28,20
5,29,12,21,28,20
5,29,12,22,28,20
5,29,11,22,28,20
5,29,10,23,28,20
5,29,11,22,28,20
5,29,11,23,28,20
5,29,11,24,28,20
5,29,10,25,28,20
5,29,10,24,28,20
5,29,10,23,28,20
5,29,9,22,28,20
5,29,10,23,28,20
5,29,11,22,28,20
5,29,10,22,28,20
5,29,10,21,28,20
5,29,10,22,28,20
5,29,10,23,28,20
5,29,11,22,28,20
5,29,11,23,28,20
5,29,11,22,28,20
5,29,12,22,28,20
5,29,13,21,28,20
5,29,13,21,28,20
5,29,14,22,28,20
5,29,13,21,28,20
5,29,12,21,28,20
5,29,12,21,28,20
5,29,13,20,28,20
5,29,12,21,28,20
5,29,13,22,28,20
5,29,13,21,28,20
5,29,13,22,28,20
5,29,13,21,28,20
5,29,12,22,28,20
5,29,11,23,28,20
5,29,12,22,28,20
5,29,12,21,28,20
5,29,11,22,28,20
5,29,10,22,28,20
5,29,10,21,28,20
5,29,10,22,28,20
5,29,11,21,28,20
5,29,10,20,28,20
5,29,9,20,28,20
5,29,9,20,28,20
5,29,8,20,28,20
5,29,9,21,28,20
5,29,10,20,28,20
5,29,9,20,28,20
5,29,9,21,28,20
5,29,8,21,28,20
5,29,9,22,28,20
5,29,8,21,28,20
5,29,9,22,28,20
5,29,10,21,28,20
5,29,10,21,28,20
5,29,9,20,28,20
5,29,8,21,28,20
5,29,7,22,28,20
5,29,6,22,28,20
5,29,7,23,28,20
5,29,8,24,28,20
5,29,7,25,28,20
5,29,6,25,28,20
5,29,7,25,28,20
5,29,7,24,28,20
5,29,8,24,28,20
5,29,8,25,28,20
5,29,7,25,28,20
5,29,6,26,28,20
5,29,5,26,28,20
5,29,4,25,28,20
5,29,5,26,28,20
5,29,6,25,28,20
5,29,5,26,28,20
5,29,6,25,28,20
5,29,6,25,28,20
5,29,6,24,28,20
5,29,5,24,28,20
5,29,4,23,28,20
5,29,4,22,28,20
5,29,3,22,28,20
5,29,4,21,28,20
5,29,3,21,28,20
5,29,4,21,28,20
5,29,5,20,28,20
5,29,6,20,28,20
5,29,7,20,28,20
5,29,7,19,28,20
5,29,7,20,28,20
5,29,7,20,28,20
5,29,6,21,28,20
5,29,5,21,28,20
5,29,6,22,28,20
5,29,6,23,28,20
5,29,7,24,28,20
5,29,8,25,28,20
5,29,7,26,28,20
5,29,6,27,28,20
5,29,7,26,28,20
5,29,8,26,28,20
5,29,9,25,28,20
5,29,9,25,28,20
5,29,10,24,28,20
5,29,10,25,28,20
5,29,9,24,28,20
5,29,10,23,28,20
5,29,9,24,28,20
5,29,10,24,28,20
5,29,11,25,28,20
5,29,10,24,28,20
5,29,10,24,28,20
5,29,11,24,28,20
5,29,11,24,28,20
5,29,12,24,28,20
5,29,11,25,28,20
5,29,12,25,28,20
5,29,12,25,28,20
5,29,13,24,28,20
5,29,14,23,28,20
5,29,13,24,28,20
5,29,13,25,28,20
5,29,14,25,28,20
5,29,13,24,28,20
5,29,14,25,28,20
5,29,13,24,28,20
5,29,12,23,28,20
5,29,13,22,28,20
5,29,13,23,28,20
5,29,13,23,28,20
5,29,12,23,28,20
5,29,13,24,28,20
5,29,14,23,28,20
5,29,14,22,28,20
5,29,13,21,28,20
5,29,12,20,28,20
5,29,13,19,28,20
5,29,14,18,28,20
5,29,15,19,28,20
5,29,14,20,28,20
5,29,15,19,28,20
5,29,14,18,28,20
5,29,13,19,28,20
5,29,13,20,28,20
5,29,12,20,28,20
5,29,12,20,28,20
5,29,13,21,28,20
5,29,14,21,28,20
5,29,13,22,28,20
5,29,14,22,28,20
5,29,14,21,28,20
5,29,13,20,28,20
5,29,13,20,28,20
5,29,13,20,28,20
5,29,14,20,28,20
5,29,14,21,28,20
5,29,14,22,28,20
5,29,14,23,28,20
5,29,13,23,28,20
5,29,13,24,28,20
5,29,13,24,28,20
5,29,12,25,28,20
5,29,11,25,28,20
5,29,10,25,28,20
5,29,11,25,28,20
5,29,11,25,28,20
5,29,10,26,28,20
5,29,11,27,28,20
5,29,10,26,28,20
5,29,11,27,28,20
5,29,12,28,28,20
5,29,13,27,28,20
5,29,13,27,28,20
5,29,13,26,28,20
5,29,12,26,28,20
5,29,12,26,28,20
5,29,11,27,28,20
5,29,11,26,28,20
5,29,10,25,28,20
5,29,9,24,28,20
5,29,10,25,28,20
5,29,9,25,28,20
5,29,8,26,28,20
5,29,8,25,28,20
5,29,8,26,28,20
5,29,8,26,28,20
5,29,9,25,28,20
5,29,10,24,28,20
5,29,10,25,28,20
5,29,9,26,28,20
5,29,8,27,28,20
5,29,9,27,28,20
5,29,9,27,28,20
5,29,8,26,28,20
5,29,7,27,28,20
5,29,8,28,28,20
5,29,7,28,28,20
5,29,7,29,28,20
5,29,6,29,28,20
5,29,5,28,28,20
