Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
1,29,1,10,15,18
21,23,5,5,13,19
21,23,5,5,13,18
21,23,4,4,14,18
20,24,3,5,15,18
20,24,4,6,15,18
20,23,3,6,15,18
20,22,2,5,15,18
21,22,2,6,15,18
21,23,3,5,15,18
20,22,2,6,15,18
19,22,3,7,15,18
18,21,3,7,15,18
17,20,2,7,15,18
18,19,3,8,15,18
17,20,3,8,15,18
18,21,3,8,15,18
18,21,2,9,15,18
17,20,1,9,15,18
16,21,1,9,15,18
15,22,1,9,15,18
15,22,1,9,15,18
16,23,1,9,15,18
15,22,1,9,15,18
16,23,1,9,15,18
15,24,1,9,15,18
14,23,1,9,15,18
13,23,1,9,15,18
13,23,1,9,15,18
13,22,1,9,15,18
12,22,1,9,15,18
13,21,1,9,15,18
13,21,1,9,15,18
12,20,1,9,15,18
13,21,1,9,15,18
14,22,1,10,15,18
15,23,1,10,15,18
15,24,1,10,15,18
14,25,1,10,15,18
15,25,1,10,15,18
14,26,1,10,15,18
15,27,1,10,15,18
16,28,1,10,15,18
16,29,1,10,15,18
16,29,1,10,15,18
16,29,1,10,15,18
16,29,1,10,15,18
16,29,1,10,15,18
16,28,1,10,15,18
17,28,1,10,15,18
16,28,1,10,15,18
17,28,1,10,15,18
17,29,1,10,15,18
17,29,1,10,15,18
17,29,1,10,15,18
17,29,1,10,15,18
17,29,1,10,15,18
16,29,1,10,15,18
16,29,1,10,15,18
16,29,1,10,15,18
17,29,1,10,15,18
16,29,1,10,15,18
16,29,1,10,15,18
16,29,1,10,15,18
16,29,1,10,15,18
17,29,1,10,15,18
17,29,1,10,15,18
17,29,1,10,15,18
17,29,1,10,15,18
17,29,1,10,15,18
17,29,1,10,15,18
17,29,1,10,15,18
17,29,1,10,15,18
18,29,1,10,15,18
18,29,1,10,15,18
18,29,1,10,15,18
18,29,1,10,15,18
18,28,1,10,15,18
17,27,1,10,15,18
17,26,1,10,15,18
17,26,1,10,15,18
18,27,1,10,15,18
19,28,1,10,15,18
20,28,1,10,15,18
19,29,1,10,15,18
19,29,1,10,15,18
19,29,1,10,15,18
19,29,1,10,15,18
19,29,1,10,15,18
19,29,1,10,15,18
19,29,1,10,15,18
19,29,1,10,15,18
19,29,1,10,15,18
19,29,1,10,15,18
19,29,1,10,15,18
19,29,1,10,15,18
18,29,1,10,15,18
19,29,1,10,15,18
19,29,1,10,15,18
18,29,1,10,15,18
18,29,1,10,15,18
18,29,1,10,15,18
18,28,1,10,15,18
18,27,1,10,15,18
17,28,1,10,15,18
17,27,1,10,15,18
16,27,1,10,15,18
16,26,1,10,15,18
17,27,1,10,15,18
17,27,1,10,15,18
16,27,1,10,15,18
15,26,1,10,15,18
14,27,1,10,15,18
13,27,1,10,15,18
12,26,1,10,15,18
11,25,1,10,15,18
12,26,1,10,15,18
11,25,1,10,15,18
10,24,1,10,15,18
9,24,1,10,15,18
8,24,1,10,15,18
9,25,1,10,15,18
10,24,1,10,15,18
9,25,1,10,15,18
9,25,1,10,15,18
9,25,1,10,15,18
8,26,1,10,15,18
9,27,1,10,15,18
9,28,1,10,15,18
9,28,1,10,15,18
9,29,1,10,15,18
10,29,1,10,15,18
9,29,1,10,15,18
10,29,1,10,15,18
10,29,1,10,15,18
10,29,1,10,15,18
10,29,1,10,15,18
10,29,1,10,15,18
10,29,1,10,15,18
9,29,1,10,15,18
9,29,1,10,15,18
9,29,1,10,15,18
9,29,1,10,15,18
9,29,1,10,15,18
9,29,1,10,15,18
9,29,1,10,15,18
9,29,1,10,15,18
9,29,1,10,15,18
9,29,1,10,15,18
9,29,1,10,15,18
9,29,1,10,15,18
9,29,1,10,15,18
9,29,1,10,15,18
9,29,1,10,15,18
9,29,1,10,15,18
9,29,1,10,15,18
9,29,1,10,15,18
9,29,1,10,15,18
9,29,1,10,15,18
9,29,1,10,15,18
9,29,1,10,15,18
10,29,1,10,15,18
10,29,1,10,15,18
10,29,1,10,15,18
10,29,1,10,15,18
10,29,1,10,15,18
10,29,1,10,15,18
10,29,1,10,15,18
10,29,1,10,15,18
10,29,1,10,15,18
10,29,1,10,15,18
10,29,1,10,15,18
10,29,1,10,15,18
10,28,1,10,15,18
9,27,1,10,15,18
10,27,1,10,15,18
10,27,1,10,15,18
10,28,1,10,15,18
9,29,1,10,15,18
9,29,1,10,15,18
10,29,1,10,15,18
10,29,1,10,15,18
10,29,1,10,15,18
10,29,1,10,15,18
10,29,1,10,15,18
10,29,1,10,15,18
9,29,1,10,15,18
9,29,1,10,15,18
9,29,1,10,15,18
9,29,1,10,15,18
9,29,1,10,15,18
9,29,1,10,15,18
9,29,1,10,15,18
9,29,1,10,15,18
9,29,1,10,15,18
9,29,1,10,15,18
9,29,1,10,15,18
9,29,1,10,15,18
8,29,1,10,15,18
8,29,1,10,15,18
8,29,1,10,15,18
8,29,1,10,15,18
8,29,1,10,15,18
8,29,1,10,15,18
8,29,1,10,15,18
8,29,1,10,15,18
8,28,1,10,15,18
8,28,1,10,15,18
8,29,1,10,15,18
8,29,1,10,15,18
8,29,1,10,15,18
8,29,1,10,15,18
8,29,1,10,15,18
8,29,1,10,15,18
8,29,1,10,15,18
8,29,1,10,15,18
8,29,1,10,15,18
8,29,1,10,15,18
8,29,1,10,15,18
8,29,1,10,15,18
8,29,1,10,15,18
8,29,1,10,15,18
8,29,1,10,15,18
9,29,1,10,15,18
9,29,1,10,15,18
9,29,1,10,15,18
9,28,1,10,15,18
10,28,1,10,15,18
9,27,1,10,15,18
8,27,1,10,15,18
9,27,1,10,15,18
8,26,1,10,15,18
7,27,1,10,15,18
7,28,1,10,15,18
7,29,1,10,15,18
7,29,1,10,15,18
7,29,1,10,15,18
6,29,1,10,15,18
6,29,1,10,15,18
6,29,1,10,15,18
6,29,1,10,15,18
6,29,1,10,15,18
6,29,1,10,15,18
6,29,1,10,15,18
6,29,1,10,15,18
6,29,1,10,15,18
6,29,1,10,15,18
6,29,1,10,15,18
6,29,1,10,15,18
6,29,1,10,15,18
6,29,1,10,15,18
5,29,1,10,15,18
5,29,1,10,15,18
5,28,1,10,15,18
6,27,1,10,15,18
5,26,1,10,15,18
6,27,1,10,15,18
6,27,1,10,15,18
6,26,1,10,15,18
6,26,1,10,15,18
6,26,1,10,15,18
7,27,1,10,15,18
8,26,1,10,15,18
7,25,1,10,15,18
6,24,1,10,15,18
5,25,1,10,15,18
5,25,1,10,15,18
4,26,1,10,15,18
4,26,1,10,15,18
4,25,1,10,15,18
3,26,1,10,15,18
3,27,1,10,15,18
3,28,1,10,15,18
3,27,1,10,15,18
2,28,1,10,15,18
1,27,1,10,15,18
1,27,1,10,15,18
1,27,1,10,15,18
1,27,1,10,15,18
1,27,1,10,15,18
1,27,1,10,15,18
1,27,1,10,15,18
1,27,1,10,15,18
1,27,1,10,15,18
1,27,1,10,15,18
2,27,1,10,15,18
1,28,1,10,15,18
1,28,1,10,15,18
1,28,1,10,15,18
1,28,1,10,15,18
1,28,1,10,15,18
1,28,1,10,15,18
1,28,1,10,15,18
2,28,1,10,15,18
3,28,1,10,15,18
4,28,1,10,15,18
5,27,1,10,15,18
4,27,1,10,15,18
5,28,1,10,15,18
4,29,1,10,15,18
4,29,1,10,15,18
4,29,1,10,15,18
4,29,1,10,15,18
5,29,1,10,15,18
5,29,1,10,15,18
5,29,1,10,15,18
5,29,1,10,15,18
5,29,1,10,15,18
5,29,1,10,15,18
5,29,1,10,15,18
5,29,1,10,15,18
5,29,1,10,15,18
5,29,1,10,15,18
5,29,1,10,15,18
5,29,1,10,15,18
5,29,1,10,15,18
5,29,1,10,15,18
5,28,1,10,15,18
6,29,1,10,15,18
6,29,1,10,15,18
5,29,1,10,15,18
5,29,1,10,15,18
5,29,1,10,15,18
5,29,1,10,15,18
5,29,1,10,15,18
5,29,1,10,15,18
4,29,1,10,15,18
3,29,1,10,15,18
3,29,1,10,15,18
