Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
8,20,28,4,11,29
10,18,24,2,15,13
9,19,25,2,15,12
8,20,26,3,14,11
8,20,26,3,13,12
8,20,26,3,14,12
8,20,26,4,15,12
8,20,27,3,16,13
8,20,28,4,16,14
8,20,28,4,17,15
8,20,28,4,18,14
8,20,28,4,19,13
8,20,28,4,18,14
8,20,28,4,19,15
8,20,28,4,19,16
8,20,28,4,20,17
8,20,28,4,19,18
8,20,28,4,18,17
8,20,28,4,17,18
8,20,28,4,16,19
8,20,28,4,16,20
8,20,28,4,17,21
8,20,28,4,16,22
8,20,28,4,15,22
8,20,28,4,15,23
8,20,28,4,16,22
8,20,28,4,17,21
8,20,28,4,17,22
8,20,28,4,16,21
8,20,28,4,15,22
8,20,28,4,16,21
8,20,28,4,15,22
8,20,28,4,14,23
8,20,28,4,13,23
8,20,28,4,13,22
8,20,28,4,13,21
8,20,28,4,14,21
8,20,28,4,14,20
8,20,28,4,14,21
8,20,28,4,15,22
8,20,28,4,14,21
8,20,28,4,13,22
8,20,28,4,13,23
8,20,28,4,13,22
8,20,28,4,13,23
8,20,28,4,14,24
8,20,28,4,13,25
8,20,28,4,12,26
8,20,28,4,11,27
8,20,28,4,10,28
8,20,28,4,10,27
8,20,28,4,9,26
8,20,28,4,10,27
8,20,28,4,11,28
8,20,28,4,12,28
8,20,28,4,13,27
8,20,28,4,12,27
8,20,28,4,11,27
8,20,28,4,12,27
8,20,28,4,11,28
8,20,28,4,12,28
8,20,28,4,11,29
8,20,28,4,11,29
8,20,28,4,11,29
8,20,28,4,11,29
8,20,28,4,11,29
8,20,28,4,11,29
8,20,28,4,11,29
8,20,28,4,11,29
8,20,28,4,11,29
8,20,28,4,11,29
8,20,28,4,11,29
8,20,28,4,11,29
8,20,28,4,11,29
8,20,28,4,11,29
8,20,28,4,11,29
8,20,28,4,11,29
8,20,28,4,11,29
8,20,28,4,11,29
8,20,28,4,11,29
8,20,28,4,11,29
8,20,28,4,11,29
8,20,28,4,11,29
8,20,28,4,11,29
8,20,28,4,11,29
8,20,28,4,11,29
8,20,28,4,11,29
8,20,28,4,11,29
8,20,28,4,11,29
8,20,28,4,11,29
8,20,28,4,11,29
8,20,28,4,11,29
8,20,28,4,11,29
8,20,28,4,11,29
8,20,28,4,11,29
8,20,28,4,11,29
8,20,28,4,11,29
8,20,28,4,11,29
8,20,28,4,11,29
8,20,28,4,11,29
8,20,28,4,11,29
8,20,28,4,11,29
8,20,28,4,11,29
8,20,28,4,11,29
8,20,28,4,11,29
8,20,28,4,11,29
8,20,28,4,11,29
8,20,28,4,11,29
8,20,28,4,11,29
8,20,28,4,11,29
8,20,28,4,11,29
8,20,28,4,11,29
8,20,28,4,11,29
8,20,28,4,11,29
