Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
26,21,26,21,21,25
25,19,15,24,21,25
26,20,16,25,21,25
25,20,15,24,21,25
24,19,15,23,21,25
23,18,15,24,21,25
22,19,15,25,21,25
22,19,16,25,21,25
22,19,15,26,21,25
22,19,16,26,21,25
22,19,16,27,21,25
22,19,16,28,21,25
22,19,17,27,21,25
22,19,18,28,21,25
22,19,19,29,21,25
23,20,20,29,21,25
23,20,20,28,21,25
23,20,21,29,21,25
23,20,21,28,21,25
24,19,20,28,21,25
25,19,21,29,21,25
26,18,22,29,21,25
27,17,21,29,21,25
26,18,22,29,21,25
26,17,21,29,21,25
25,18,22,29,21,25
26,19,23,29,21,25
25,20,23,28,21,25
25,21,24,27,21,25
26,22,25,26,21,25
26,21,24,27,21,25
27,21,25,26,21,25
26,22,26,25,21,25
26,23,25,24,21,25
25,24,24,23,21,25
25,23,24,22,21,25
24,23,23,21,21,25
24,22,22,22,21,25
24,23,23,23,21,25
25,23,23,22,21,25
24,23,23,21,21,25
24,24,24,22,21,25
23,25,23,21,21,25
22,26,24,22,21,25
23,26,23,22,21,25
22,25,23,23,21,25
21,26,24,23,21,25
22,25,23,23,21,25
21,26,24,24,21,25
22,25,25,24,21,25
21,26,26,24,21,25
22,27,27,23,21,25
23,28,27,22,21,25
22,27,26,21,21,25
23,27,25,20,21,25
22,27,26,21,21,25
23,26,25,20,21,25
24,25,26,21,21,25
23,24,26,20,21,25
22,23,26,21,21,25
23,22,25,21,21,25
24,22,26,22,21,25
25,21,27,21,21,25
26,21,26,21,21,25
