Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
28,21,28,10,15,29
24,28,28,10,17,14
23,27,28,10,16,14
23,28,28,10,15,14
22,28,28,10,16,15
21,27,28,10,16,15
20,27,28,10,17,14
21,27,28,10,17,14
20,28,28,10,18,14
19,28,28,10,19,13
19,27,28,10,20,12
19,26,28,10,20,13
18,27,28,10,19,13
19,27,28,10,19,14
19,26,28,10,20,13
18,26,28,10,21,14
17,26,28,10,22,14
17,27,28,10,21,15
16,26,28,10,22,15
15,26,28,10,22,16
14,26,28,10,22,17
13,27,28,10,23,18
13,27,28,10,22,19
13,27,28,10,21,20
13,28,28,10,20,20
14,29,28,10,21,20
14,29,28,10,20,21
14,29,28,10,20,22
14,29,28,10,21,23
14,29,28,10,22,24
14,29,28,10,22,23
14,28,28,10,21,24
14,28,28,10,22,25
14,28,28,10,23,24
13,29,28,10,22,25
13,28,28,10,23,26
13,27,28,10,24,27
14,28,28,10,24,26
13,29,28,10,23,26
13,29,28,10,22,26
13,29,28,10,21,25
13,29,28,10,20,24
13,29,28,10,19,25
13,29,28,10,19,24
13,29,28,10,18,25
13,28,28,10,19,26
14,28,28,10,19,27
13,27,28,10,18,27
14,26,28,10,17,26
14,26,28,10,17,25
14,26,28,10,17,24
15,27,28,10,18,25
16,28,28,10,19,26
17,27,28,10,18,27
17,28,28,10,17,27
16,27,28,10,17,27
16,26,28,10,16,27
15,26,28,10,16,28
15,26,28,10,15,29
16,26,28,10,15,29
17,27,28,10,15,29
17,28,28,10,15,29
17,28,28,10,15,29
18,27,28,10,15,29
18,26,28,10,15,29
19,27,28,10,15,29
20,26,28,10,15,29
20,27,28,10,15,29
19,28,28,10,15,29
18,29,28,10,15,29
18,29,28,10,15,29
19,28,28,10,15,29
20,28,28,10,15,29
20,29,28,10,15,29
20,29,28,10,15,29
20,29,28,10,15,29
20,29,28,10,15,29
20,29,28,10,15,29
20,29,28,10,15,29
21,29,28,10,15,29
21,29,28,10,15,29
21,29,28,10,15,29
22,29,28,10,15,29
22,29,28,10,15,29
22,29,28,10,15,29
22,29,28,10,15,29
22,29,28,10,15,29
22,29,28,10,15,29
22,29,28,10,15,29
22,29,28,10,15,29
22,29,28,10,15,29
22,29,28,10,15,29
22,29,28,10,15,29
22,28,28,10,15,29
21,28,28,10,15,29
21,27,28,10,15,29
22,26,28,10,15,29
23,25,28,10,15,29
22,25,28,10,15,29
23,25,28,10,15,29
23,24,28,10,15,29
24,24,28,10,15,29
25,23,28,10,15,29
26,22,28,10,15,29
27,22,28,10,15,29
28,21,28,10,15,29
28,21,28,10,15,29
28,21,28,10,15,29
28,21,28,10,15,29
28,21,28,10,15,29
28,21,28,10,15,29
28,21,28,10,15,29
28,21,28,10,15,29
28,21,28,10,15,29
28,21,28,10,15,29
28,21,28,10,15,29
28,21,28,10,15,29
28,21,28,10,15,29
28,21,28,10,15,29
28,21,28,10,15,29
28,21,28,10,15,29
28,21,28,10,15,29
28,21,28,10,15,29
28,21,28,10,15,29
28,21,28,10,15,29
28,21,28,10,15,29
28,21,28,10,15,29
28,21,28,10,15,29
28,21,28,10,15,29
28,21,28,10,15,29
28,21,28,10,15,29
28,21,28,10,15,29
28,21,28,10,15,29
28,21,28,10,15,29
28,21,28,10,15,29
28,21,28,10,15,29
28,21,28,10,15,29
28,21,28,10,15,29
28,21,28,10,15,29
28,21,28,10,15,29
28,21,28,10,15,29
28,21,28,10,15,29
28,21,28,10,15,29
28,21,28,10,15,29
28,21,28,10,15,29
28,21,28,10,15,29
28,21,28,10,15,29
28,21,28,10,15,29
28,21,28,10,15,29
28,21,28,10,15,29
28,21,28,10,15,29
28,21,28,10,15,29
