Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
16,4,27,17,25,10
16,4,26,23,25,20
16,4,27,22,26,20
16,4,28,21,27,19
16,4,27,20,28,19
16,4,27,20,28,18
16,4,28,19,28,18
16,4,27,19,27,17
16,4,27,20,26,16
16,4,28,19,25,17
16,4,28,19,26,18
16,4,27,18,25,17
16,4,27,17,24,16
16,4,27,17,24,15
16,4,27,17,23,14
16,4,27,17,22,13
16,4,27,17,23,12
16,4,27,17,24,11
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
16,4,27,17,25,10
