Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
20,0,26,21,26,15
24,1,14,15,26,15
25,0,13,15,26,15
25,0,13,15,26,15
25,0,13,14,26,15
24,0,14,13,26,15
24,0,14,13,26,15
24,1,15,14,26,15
23,2,16,14,26,15
23,1,17,13,26,15
22,0,18,12,26,15
22,0,18,11,26,15
22,0,17,10,26,15
22,0,18,9,26,15
22,0,17,10,26,15
22,0,18,11,26,15
22,0,19,12,26,15
21,0,20,13,26,15
20,0,21,14,26,15
20,0,22,15,26,15
20,0,21,16,26,15
20,0,22,17,26,15
20,0,22,18,26,15
20,0,23,19,26,15
20,0,24,20,26,15
20,0,24,19,26,15
20,0,25,20,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
20,0,26,21,26,15
