Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
1,18,1,9,27,0
11,28,19,8,21,4
12,27,18,9,22,3
11,28,17,8,23,3
11,28,16,7,24,4
10,28,15,6,24,4
10,28,14,5,24,4
9,27,13,4,24,4
9,26,12,4,25,5
10,26,12,4,25,5
11,26,11,5,26,6
12,26,11,6,27,7
12,27,11,6,27,7
11,27,10,5,28,7
10,28,10,5,28,7
10,29,9,6,28,7
10,29,8,7,28,7
10,29,7,6,28,7
10,29,6,5,28,7
10,29,6,6,28,7
10,29,6,5,28,7
10,29,7,6,28,7
10,29,8,6,27,7
10,29,8,7,28,6
10,29,7,7,28,6
10,29,7,6,28,6
10,29,8,6,28,6
10,29,9,7,28,6
10,29,8,6,28,6
10,29,9,6,28,7
10,28,9,7,28,7
10,29,8,7,27,7
10,29,7,6,28,7
10,29,6,6,28,7
10,29,5,7,28,7
10,29,5,6,28,7
10,29,4,5,28,7
10,29,3,5,28,6
10,29,4,6,27,6
10,29,3,7,27,5
10,29,3,6,26,5
10,29,4,6,27,4
10,29,5,5,27,3
10,29,4,6,27,4
11,29,4,5,28,3
11,29,4,5,28,3
11,29,5,6,28,3
11,29,6,7,28,3
11,29,5,8,28,3
11,29,4,9,27,3
11,29,3,10,27,2
11,29,3,10,27,2
11,29,3,9,26,2
11,29,4,9,27,3
11,29,4,9,28,3
11,29,3,9,28,4
11,29,2,10,28,4
11,29,3,9,28,4
11,29,4,9,28,4
11,29,4,8,28,4
11,29,5,9,27,4
11,29,5,8,28,4
11,29,4,7,28,4
11,29,5,8,28,4
11,29,4,9,28,4
11,29,4,10,28,4
11,29,5,11,28,4
11,29,4,10,27,4
11,29,5,11,28,3
11,29,6,10,28,3
11,29,5,11,28,3
11,28,4,12,28,3
12,27,3,11,28,3
12,27,2,10,28,3
11,26,2,10,28,3
11,27,3,9,28,3
12,27,4,8,28,3
13,27,4,9,28,3
12,26,4,8,28,3
11,26,3,9,28,3
10,27,4,9,28,3
10,27,4,10,28,3
9,28,4,11,28,3
10,28,4,12,28,3
10,28,5,11,28,3
11,28,6,12,28,3
12,29,7,12,27,3
12,28,6,11,27,2
13,27,6,10,28,2
13,27,6,11,28,2
14,27,5,10,27,2
15,27,4,11,28,2
14,26,5,12,28,2
13,26,6,12,28,2
14,26,5,11,28,2
15,27,6,12,28,2
14,26,6,11,28,2
14,26,5,10,28,2
15,25,4,11,28,2
16,26,3,11,28,2
